origin,destination,weight,shipment_type,day_of_week,delivery_days
Surat,Jaipur,117.19562251023052,Standard,3,3.5
Kolkata,Delhi,143.40752427203327,Standard,3,4.9
Jaipur,Pune,74.24548368711473,Standard,3,3.4
Chennai,Bangalore,96.80984589044787,Express,2,1.7
Pune,Ahmedabad,100.04170873395344,Standard,1,4.1
Bangalore,Delhi,25.795856225749144,Standard,0,4.0
Chennai,Surat,69.83956878881925,Standard,2,3.7
Bangalore,Chennai,93.12759762764948,Express,6,2.0
Mumbai,Chennai,127.80480719873988,Standard,0,4.4
Hyderabad,Pune,15.05782100164663,Standard,4,3.7
Delhi,Surat,99.83135609560534,Express,1,3.2
Kolkata,Pune,55.00268091421974,Air,3,1.7
Ahmedabad,Bangalore,76.57834564854974,Standard,3,4.0
Kolkata,Mumbai,65.10137740188844,Ocean,1,5.9
Jaipur,Ahmedabad,111.81724790647985,Ocean,6,5.3
Jaipur,Bangalore,52.85288538762818,Standard,1,3.8
Hyderabad,Jaipur,3.744164243693472,Express,5,2.4
Ahmedabad,Delhi,79.12901324676818,Air,0,1.0
Mumbai,Kolkata,109.399161851266,Standard,0,4.5
Kolkata,Hyderabad,13.113449017556503,Express,2,2.0
Jaipur,Mumbai,11.970148218675408,Express,1,1.3
Surat,Jaipur,36.004163333148874,Ocean,5,6.1
Hyderabad,Chennai,76.55154464033187,Standard,6,3.2
Hyderabad,Chennai,135.0966798163864,Express,2,2.1
Chennai,Pune,123.76530193508943,Express,6,3.3
Pune,Ahmedabad,6.1105343010045665,Express,1,1.8
Surat,Ahmedabad,143.27592648194445,Ocean,4,5.5
Ahmedabad,Mumbai,81.46873995837379,Express,1,2.2
Ahmedabad,Mumbai,124.61533120969143,Express,0,2.6
Jaipur,Pune,111.32565189843895,Air,1,1.2
Hyderabad,Kolkata,26.463909724673808,Express,2,1.9
Hyderabad,Bangalore,148.77885297331272,Standard,6,3.2
Delhi,Pune,13.677265386923423,Express,2,1.5
Ahmedabad,Pune,137.8527220682356,Express,2,2.7
Delhi,Kolkata,144.0526018212323,Express,5,3.4
Chennai,Ahmedabad,59.71014437660228,Standard,1,3.5
Jaipur,Pune,114.40918917359302,Express,1,3.0
Jaipur,Kolkata,142.16098638544443,Air,5,2.3
Surat,Chennai,108.35664898788102,Ocean,0,6.7
Chennai,Hyderabad,57.111794390931145,Ocean,4,5.5
Hyderabad,Pune,3.6450169178400604,Air,2,1.0
Delhi,Pune,72.88986433247243,Standard,5,4.6
Delhi,Bangalore,149.52896800007528,Express,5,5.3
Hyderabad,Surat,108.32305789108803,Standard,3,3.7
Delhi,Mumbai,40.15166411414985,Express,0,2.1
Delhi,Mumbai,115.06951644332983,Express,1,3.0
Hyderabad,Pune,145.35718737755653,Air,1,2.2
Ahmedabad,Hyderabad,112.56733551597213,Air,2,2.3
Delhi,Hyderabad,93.57502197600087,Standard,5,4.9
Chennai,Ahmedabad,24.969511727594316,Standard,4,4.3
Surat,Pune,61.91705113733045,Standard,3,3.3
Pune,Surat,22.211140477329735,Express,4,2.5
Pune,Mumbai,147.5163894588556,Air,0,2.0
Pune,Bangalore,102.6347467043528,Standard,0,3.7
Delhi,Ahmedabad,14.086042486262432,Air,5,2.1
Jaipur,Delhi,34.23685516628223,Standard,1,3.0
Pune,Kolkata,149.7848405845515,Standard,2,4.6
Kolkata,Delhi,35.27427739123901,Standard,5,4.3
Surat,Pune,138.8305851215767,Air,2,1.8
Bangalore,Kolkata,28.68072799293639,Air,4,2.5
Pune,Surat,13.374358520702883,Express,2,1.8
Mumbai,Delhi,78.5137158581258,Express,3,2.1
Bangalore,Delhi,4.37146250229803,Standard,0,3.3
Pune,Hyderabad,23.648788499794513,Standard,3,2.6
Kolkata,Pune,58.27615336702632,Express,6,1.7
Ahmedabad,Chennai,95.70480891051075,Ocean,5,8.1
Ahmedabad,Chennai,56.746292064998066,Ocean,2,5.8
Delhi,Pune,61.84040641996298,Express,0,2.4
Kolkata,Surat,68.36684554065504,Standard,6,3.9
Bangalore,Mumbai,67.23000962477393,Express,6,3.1
Chennai,Surat,78.73129427038735,Standard,2,3.6
Surat,Jaipur,37.547960214582574,Standard,5,4.3
Delhi,Pune,99.58646704517771,Express,6,3.3
Hyderabad,Pune,73.01839991683296,Express,3,2.1
Chennai,Pune,104.0853249406495,Express,6,3.0
Mumbai,Bangalore,142.2055845788608,Standard,0,3.9
Pune,Surat,61.35797851715755,Express,6,1.8
Bangalore,Jaipur,40.516431360547486,Express,3,2.9
Surat,Hyderabad,103.0140589392898,Air,6,1.5
Jaipur,Ahmedabad,64.62338444430969,Express,2,1.5
Surat,Pune,48.42485410946661,Standard,2,2.0
Bangalore,Delhi,58.514741902013064,Air,4,2.7
Ahmedabad,Chennai,50.134104966593036,Air,1,1.0
Ahmedabad,Chennai,37.32906296272413,Standard,6,4.0
Pune,Jaipur,78.7121211204944,Air,1,2.3
Mumbai,Chennai,3.1379514467015737,Express,0,1.9
Surat,Hyderabad,56.21224091917501,Standard,2,3.5
Surat,Bangalore,54.150869303581885,Express,1,1.9
Delhi,Mumbai,85.89633120385182,Air,3,1.3
Mumbai,Delhi,139.5233035902769,Express,3,2.4
Ahmedabad,Chennai,74.98070857447196,Express,1,2.6
Jaipur,Hyderabad,13.856315392634091,Express,6,2.0
Kolkata,Mumbai,133.08271497332527,Air,5,3.7
Surat,Hyderabad,50.9351822144133,Standard,0,2.6
Delhi,Kolkata,1.1138773331685436,Standard,1,2.9
Chennai,Surat,27.093029421363976,Air,1,1.0
Mumbai,Chennai,118.60118775250754,Express,6,2.8
Kolkata,Surat,11.574198627961938,Ocean,0,6.0
Kolkata,Surat,17.570475145451258,Express,6,2.7
Pune,Delhi,149.8814911920444,Standard,0,4.3
Mumbai,Chennai,90.47303912064065,Standard,1,3.6
Kolkata,Chennai,95.59779237922098,Standard,2,4.4
Ahmedabad,Hyderabad,110.65078802217445,Express,1,2.1
Mumbai,Ahmedabad,83.07206385745455,Express,3,2.2
Chennai,Ahmedabad,140.8385356456905,Air,0,2.5
Hyderabad,Chennai,60.07257493532755,Standard,6,3.2
Mumbai,Ahmedabad,47.27027188684739,Standard,0,3.0
Surat,Bangalore,80.54429365896443,Air,0,1.1
Jaipur,Ahmedabad,50.38877903255667,Standard,4,4.5
Delhi,Hyderabad,8.67976913762917,Express,1,2.2
Jaipur,Bangalore,106.6128650084839,Express,1,2.5
Delhi,Mumbai,61.047664238838486,Ocean,4,6.9
Kolkata,Jaipur,140.30620657030485,Standard,2,5.0
Kolkata,Chennai,88.04782309200633,Express,1,2.0
Surat,Delhi,13.268568179835661,Ocean,2,4.7
Hyderabad,Chennai,34.400413301377135,Ocean,0,4.7
Bangalore,Chennai,3.4004862199232075,Standard,2,1.9
Ahmedabad,Hyderabad,130.9881200059214,Air,1,2.4
Jaipur,Chennai,45.85296019101848,Standard,1,3.6
Bangalore,Surat,12.895729918474933,Express,5,2.7
Delhi,Jaipur,43.09453125658916,Express,5,2.9
Kolkata,Surat,1.9620173557113987,Standard,3,3.3
Bangalore,Pune,16.3886374797951,Air,2,1.0
Bangalore,Delhi,125.31746454047652,Air,0,2.2
Hyderabad,Jaipur,1.046618546025067,Standard,5,4.9
Ahmedabad,Jaipur,96.6837738979292,Standard,6,3.3
Hyderabad,Mumbai,41.47543774832886,Air,0,1.0
Kolkata,Chennai,32.696212786763965,Standard,2,3.4
Chennai,Jaipur,101.01285809404936,Express,5,4.1
Kolkata,Chennai,85.10034646271296,Express,4,3.5
Jaipur,Chennai,97.54851774221547,Express,1,2.6
Surat,Bangalore,8.492077534420314,Express,4,2.7
Surat,Kolkata,57.718014102006805,Air,4,2.5
Chennai,Mumbai,114.6125893435936,Standard,4,5.1
Delhi,Mumbai,71.32910723090623,Express,2,2.8
Kolkata,Mumbai,105.5431216774684,Ocean,2,6.8
Hyderabad,Mumbai,145.3606953813038,Ocean,1,5.1
Mumbai,Ahmedabad,17.301714373677974,Standard,5,3.6
Ahmedabad,Surat,82.21893347971881,Express,6,1.4
Ahmedabad,Surat,101.00625655071624,Express,0,1.6
Ahmedabad,Surat,125.32603787029147,Air,6,1.5
Chennai,Mumbai,36.37236110668288,Standard,5,4.8
Chennai,Delhi,60.97141413556046,Express,1,3.1
Jaipur,Mumbai,55.621087138592216,Express,4,2.5
Bangalore,Hyderabad,15.640780512735452,Express,4,2.9
Pune,Delhi,106.51451512714765,Standard,0,3.8
Bangalore,Kolkata,34.610804105760415,Air,1,1.1
Chennai,Mumbai,0.9353018161514167,Standard,0,4.1
Surat,Chennai,88.07385150419162,Express,3,2.4
Kolkata,Surat,76.11303866344703,Standard,1,4.4
Jaipur,Bangalore,109.56345258547755,Standard,0,4.3
Kolkata,Hyderabad,45.75054195162382,Express,0,1.7
Hyderabad,Delhi,133.23176942763558,Express,5,3.9
Ahmedabad,Pune,51.00364797657382,Standard,1,3.3
Surat,Bangalore,78.50061225574173,Standard,6,3.4
Surat,Mumbai,9.212157583305885,Ocean,0,3.7
Mumbai,Delhi,1.845299263846738,Standard,3,2.9
Bangalore,Jaipur,88.72404718601804,Express,5,2.6
Surat,Jaipur,149.19183098968006,Express,3,2.5
Surat,Kolkata,125.41796991105198,Standard,5,5.5
Pune,Mumbai,145.17712322153335,Standard,5,4.5
Chennai,Ahmedabad,4.714605396859713,Standard,4,4.6
Pune,Kolkata,137.78361278930367,Express,6,3.3
Chennai,Surat,2.1143596622320393,Air,6,1.0
Ahmedabad,Hyderabad,131.9796726800279,Express,5,3.2
Delhi,Ahmedabad,136.78288855701592,Express,5,3.7
Pune,Ahmedabad,73.22313687771023,Air,0,1.7
Bangalore,Mumbai,71.01364582638146,Express,1,2.5
Jaipur,Bangalore,94.10166624706349,Air,5,3.5
Chennai,Bangalore,16.04192669890224,Ocean,5,4.4
Delhi,Chennai,77.98942649445361,Express,3,3.1
Hyderabad,Delhi,94.56826935473967,Express,0,2.3
Kolkata,Jaipur,20.239258945054335,Air,1,1.0
Bangalore,Chennai,121.25702433350682,Standard,1,2.8
Ahmedabad,Delhi,31.974009021871645,Express,0,1.8
Jaipur,Bangalore,89.08894332334161,Standard,0,3.4
Hyderabad,Jaipur,84.20363451094492,Express,5,3.7
Bangalore,Ahmedabad,39.82390854207008,Standard,6,3.8
Ahmedabad,Hyderabad,142.12238143592583,Standard,1,4.0
Kolkata,Ahmedabad,66.07240967297673,Air,3,1.6
Surat,Pune,68.71936467236887,Standard,4,3.5
Chennai,Hyderabad,107.34799629914752,Ocean,2,4.9
Jaipur,Hyderabad,38.64974320174749,Air,1,1.1
Pune,Surat,133.19744525934627,Standard,0,3.5
Bangalore,Pune,130.38576382476413,Express,6,2.7
Ahmedabad,Kolkata,7.535649082603637,Express,6,2.0
Surat,Mumbai,121.95584181477312,Air,0,1.2
Mumbai,Kolkata,147.32921007320448,Ocean,4,8.8
Jaipur,Hyderabad,122.64157228289578,Express,5,3.6
Surat,Kolkata,19.35988789502861,Standard,6,3.2
Surat,Delhi,99.15054509094134,Express,4,3.7
Hyderabad,Surat,8.509695661307484,Standard,0,3.4
Kolkata,Surat,75.85847692238944,Express,0,2.5
Jaipur,Mumbai,74.17081120681088,Standard,1,3.6
Bangalore,Mumbai,98.15148477909297,Standard,1,3.3
Chennai,Mumbai,100.66050365245017,Standard,1,4.0
Bangalore,Surat,72.26276722177083,Express,4,3.3
Pune,Chennai,10.427600342344356,Ocean,5,6.0
Delhi,Mumbai,48.44959730552862,Air,3,1.0
Bangalore,Pune,32.57744060388105,Air,2,2.2
Jaipur,Bangalore,78.01469975386495,Standard,1,4.1
Hyderabad,Pune,52.79560149948112,Express,2,1.4
Bangalore,Surat,93.12544960440961,Express,2,3.3
Bangalore,Kolkata,24.744523707009613,Ocean,0,6.3
Chennai,Bangalore,147.746901712003,Ocean,5,5.5
Mumbai,Kolkata,58.817862797641936,Standard,5,5.4
Kolkata,Surat,87.07990570323985,Standard,2,4.7
Surat,Jaipur,39.82236244354621,Standard,5,4.7
Chennai,Bangalore,102.6734558145606,Express,5,3.9
Mumbai,Delhi,52.61606918170543,Air,6,1.5
Kolkata,Bangalore,19.722646987494535,Standard,2,3.9
Hyderabad,Kolkata,87.9691335477958,Express,2,3.2
Surat,Ahmedabad,26.769429252605466,Express,1,1.0
Mumbai,Hyderabad,46.07330630381191,Express,2,1.5
Chennai,Bangalore,27.680365617208988,Standard,1,2.3
Chennai,Hyderabad,22.69823585929002,Express,6,2.5
Mumbai,Chennai,8.73889117112968,Air,6,1.0
Kolkata,Mumbai,134.56360921120782,Standard,4,4.9
Jaipur,Mumbai,5.758607413973693,Ocean,1,4.2
Bangalore,Ahmedabad,83.83499932818623,Standard,4,5.4
Kolkata,Hyderabad,133.9453935426,Express,5,4.3
Pune,Bangalore,61.00352821221094,Standard,2,3.4
Mumbai,Pune,55.40801634146603,Ocean,5,4.9
Hyderabad,Mumbai,125.24715342590848,Air,6,2.1
Mumbai,Delhi,122.7766744364497,Standard,6,3.1
Chennai,Jaipur,2.4084312644256554,Air,2,1.0
Delhi,Kolkata,21.167712062291535,Express,6,1.7
Delhi,Mumbai,122.0659232603902,Ocean,4,7.4
Pune,Jaipur,128.8819882787395,Express,6,3.2
Ahmedabad,Kolkata,11.349932307684263,Air,3,1.1
Ahmedabad,Chennai,76.19940771548144,Ocean,0,6.2
Surat,Mumbai,62.54216487642776,Standard,1,2.5
Mumbai,Delhi,28.297079310720495,Standard,4,4.9
Chennai,Mumbai,118.15288200748954,Standard,2,4.2
Surat,Jaipur,98.83942261540983,Ocean,1,5.7
Mumbai,Bangalore,82.3686070477352,Express,6,1.7
Kolkata,Bangalore,125.47235575746794,Standard,0,4.7
Pune,Chennai,124.09799307209055,Air,0,2.1
Jaipur,Mumbai,9.651890392464017,Express,1,1.1
Chennai,Kolkata,105.73853172166005,Ocean,1,6.2
Ahmedabad,Chennai,128.41053966429672,Express,4,3.4
Chennai,Pune,86.25736476246472,Air,5,2.4
Bangalore,Hyderabad,17.451370785109596,Air,6,1.0
Ahmedabad,Surat,123.18591327299458,Standard,2,2.9
Chennai,Kolkata,93.5363372686585,Air,5,3.5
Mumbai,Chennai,59.45400137942431,Standard,0,3.5
Mumbai,Surat,57.749138652596756,Standard,4,3.5
Hyderabad,Surat,126.07973437496946,Air,1,1.8
Mumbai,Bangalore,133.09784557698868,Air,2,2.2
Pune,Jaipur,26.817932482168118,Air,6,1.0
Mumbai,Bangalore,126.17458040045922,Air,6,1.2
Pune,Kolkata,27.236739741916004,Ocean,5,7.5
Hyderabad,Chennai,95.96228724658606,Standard,4,4.4
Ahmedabad,Jaipur,85.09652949716312,Standard,2,3.5
Mumbai,Surat,102.31699170370158,Standard,0,3.6
Pune,Chennai,6.622254056347226,Express,5,2.7
Bangalore,Hyderabad,100.2689988760342,Standard,5,4.8
Jaipur,Delhi,53.688225587998694,Standard,5,3.9
Mumbai,Ahmedabad,18.42326070683489,Express,3,1.3
Kolkata,Pune,85.6075667511034,Air,0,1.6
Mumbai,Kolkata,16.97073197791815,Air,0,1.0
Ahmedabad,Kolkata,45.20239560159724,Standard,5,5.0
Jaipur,Bangalore,96.59890649923133,Express,4,4.3
Ahmedabad,Delhi,77.8856593454961,Express,6,2.0
Mumbai,Hyderabad,11.497721455256965,Standard,2,2.9
Ahmedabad,Bangalore,14.501789164817437,Air,2,1.0
Mumbai,Pune,107.98911814955835,Express,3,2.0
Chennai,Mumbai,101.87931397972864,Express,1,2.8
Chennai,Mumbai,41.95013324420333,Ocean,4,6.3
Ahmedabad,Chennai,119.47011631088705,Standard,5,5.1
Chennai,Bangalore,2.8701050333482634,Standard,4,2.9
Hyderabad,Kolkata,22.114666680817916,Express,1,1.7
Bangalore,Delhi,61.40365072831149,Standard,5,5.4
Hyderabad,Ahmedabad,63.973604774300355,Ocean,2,5.2
Ahmedabad,Hyderabad,21.598354685748617,Standard,1,3.4
Kolkata,Hyderabad,77.70842911447181,Air,5,2.3
Ahmedabad,Kolkata,20.453597452678206,Air,2,2.0
Jaipur,Chennai,111.37485388333432,Standard,0,4.1
Chennai,Surat,67.14392276014081,Air,6,1.0
Hyderabad,Surat,132.31673730611175,Air,3,1.7
Ahmedabad,Pune,140.4679379771769,Air,6,1.3
Pune,Bangalore,15.890448632692785,Air,5,2.2
Hyderabad,Pune,37.71705695713248,Standard,1,3.2
Kolkata,Ahmedabad,112.56511644755396,Express,1,2.6
Delhi,Pune,5.108280495555853,Air,3,1.0
Pune,Bangalore,127.93834742658329,Express,4,3.2
Mumbai,Chennai,39.909013251128776,Ocean,1,5.8
Bangalore,Pune,128.4455246150236,Express,6,3.0
Mumbai,Jaipur,68.35335868939245,Express,6,2.5
Bangalore,Surat,62.57445662430744,Express,1,2.4
Mumbai,Surat,34.87279644381407,Express,3,2.2
Delhi,Mumbai,81.37744221144851,Air,5,3.0
Kolkata,Bangalore,128.58112700263166,Ocean,4,7.0
Chennai,Delhi,122.13555103411754,Standard,4,5.2
Mumbai,Chennai,91.05203644875141,Express,0,1.5
Bangalore,Chennai,20.195698044978638,Express,4,2.2
Bangalore,Pune,74.35474475459618,Standard,3,3.5
Pune,Jaipur,77.08890395686224,Standard,1,3.3
Pune,Jaipur,20.887480201904026,Standard,1,2.4
Surat,Delhi,52.20137126128429,Standard,6,4.0
Delhi,Jaipur,116.58478875669219,Air,2,2.0
Delhi,Kolkata,34.02887602716484,Standard,5,4.7
Hyderabad,Mumbai,77.13129351831031,Express,4,2.9
Delhi,Hyderabad,60.32321329337715,Standard,0,4.0
Pune,Bangalore,66.5093345516451,Express,3,1.5
Bangalore,Mumbai,33.56156771154866,Standard,4,3.5
Mumbai,Chennai,46.779115576204475,Standard,6,3.4
Ahmedabad,Hyderabad,109.99999814000216,Express,6,1.5
Mumbai,Delhi,37.097581013758024,Express,6,3.0
Hyderabad,Mumbai,65.71854503046544,Ocean,5,5.6
Chennai,Ahmedabad,141.08935657485887,Standard,0,4.6
Ahmedabad,Mumbai,14.695570289040486,Air,6,1.0
Ahmedabad,Hyderabad,67.04344622584013,Standard,4,3.7
Ahmedabad,Pune,84.70674865193966,Express,0,2.6
Mumbai,Delhi,57.52061708051695,Standard,5,4.1
Bangalore,Ahmedabad,12.307599605251639,Express,5,3.5
Bangalore,Pune,79.7064540319731,Express,3,2.4
Ahmedabad,Chennai,147.29484568189795,Air,3,2.6
Kolkata,Ahmedabad,41.596900909434616,Standard,1,3.8
Bangalore,Ahmedabad,23.485522159386253,Ocean,4,6.3
Jaipur,Hyderabad,30.450803253918128,Standard,2,2.6
Surat,Bangalore,45.002220481130436,Express,6,1.9
Jaipur,Hyderabad,137.03830688420504,Express,1,2.7
Bangalore,Kolkata,44.21245806523719,Air,0,1.0
Delhi,Mumbai,138.42457453341711,Express,3,2.6
Ahmedabad,Delhi,125.99150162258616,Express,4,4.0
Chennai,Bangalore,78.55791076811045,Express,1,1.7
Kolkata,Ahmedabad,126.35040199980843,Air,4,3.2
Jaipur,Chennai,111.89914906925915,Standard,3,4.5
Hyderabad,Delhi,57.04191418902515,Air,0,1.0
Kolkata,Bangalore,41.0715185643979,Air,1,1.0
Mumbai,Bangalore,133.23497278546512,Standard,0,4.0
Kolkata,Bangalore,71.0054813257933,Air,5,2.4
Mumbai,Chennai,50.77875276199086,Standard,0,3.4
Hyderabad,Ahmedabad,94.95033912608693,Standard,5,4.9
Ahmedabad,Surat,1.972100339295637,Standard,0,2.3
Chennai,Ahmedabad,65.6205791229,Express,1,2.4
Jaipur,Hyderabad,83.49637960362814,Air,1,1.3
Surat,Jaipur,47.410430424206446,Standard,0,3.4
Chennai,Bangalore,142.61565255119098,Air,1,2.0
Chennai,Pune,129.469936860386,Express,5,3.3
Ahmedabad,Bangalore,12.914294292622872,Standard,5,4.4
Mumbai,Kolkata,122.52606385348864,Ocean,5,8.1
Pune,Bangalore,64.47324618307391,Standard,1,3.3
Kolkata,Delhi,75.19295259381492,Standard,2,3.9
Chennai,Bangalore,111.17530745491307,Standard,2,3.2
Hyderabad,Surat,119.18705758342976,Ocean,4,6.5
Jaipur,Surat,130.16951854774598,Standard,0,3.5
Delhi,Pune,145.6502543617555,Standard,5,5.3
Jaipur,Hyderabad,60.920190550669915,Air,4,2.1
Surat,Bangalore,5.912985592364051,Express,4,2.7
Jaipur,Bangalore,100.99399920298427,Standard,2,4.5
Ahmedabad,Bangalore,27.596913204957016,Air,3,1.2
Kolkata,Bangalore,19.435052990655493,Express,0,1.9
Mumbai,Ahmedabad,3.4156458177727744,Air,5,1.2
Chennai,Delhi,30.2343095892336,Standard,6,3.8
Jaipur,Hyderabad,147.3673879003762,Standard,2,4.0
Pune,Mumbai,140.45077294525012,Express,1,2.2
Hyderabad,Mumbai,104.43187072563008,Standard,1,3.0
Ahmedabad,Jaipur,85.26834265031574,Express,2,1.8
Bangalore,Mumbai,140.57391345934997,Standard,4,4.9
Mumbai,Surat,46.15931803214133,Standard,3,3.4
Pune,Jaipur,139.01889322227083,Air,3,2.0
Bangalore,Hyderabad,110.14357647556841,Air,5,1.7
Delhi,Ahmedabad,37.75596370339745,Standard,1,2.3
Hyderabad,Pune,1.1734199065531548,Standard,6,2.9
Jaipur,Kolkata,105.55937574379324,Air,3,2.2
Delhi,Pune,102.80713324306237,Standard,4,4.5
Kolkata,Bangalore,137.02429129121876,Air,3,2.2
Surat,Chennai,37.45716528012967,Ocean,0,5.8
Ahmedabad,Pune,92.24934144679023,Air,5,2.7
Bangalore,Ahmedabad,90.9178633956726,Express,0,2.3
Pune,Chennai,51.700045268352476,Standard,6,3.0
Ahmedabad,Mumbai,60.014033146316514,Standard,4,4.2
Ahmedabad,Surat,4.25838900056897,Air,5,2.2
Surat,Kolkata,145.43118666354383,Express,3,3.3
Ahmedabad,Kolkata,78.37066847691541,Air,1,2.1
Delhi,Bangalore,124.36527380743551,Air,0,2.4
Hyderabad,Kolkata,6.5293590772011925,Standard,5,4.4
Delhi,Bangalore,141.89480461302287,Ocean,2,7.8
Pune,Surat,112.13812451582488,Air,2,1.9
Kolkata,Hyderabad,123.88360616223588,Standard,3,3.4
Kolkata,Chennai,135.59087153490725,Standard,5,5.9
Surat,Delhi,60.06086975810895,Standard,2,3.7
Mumbai,Bangalore,91.38992294943513,Express,3,2.6
Chennai,Surat,73.71075276274934,Air,5,2.4
Bangalore,Surat,79.86342562612714,Standard,0,4.3
Hyderabad,Surat,118.58476084481305,Express,5,3.9
Bangalore,Mumbai,71.67078604054853,Express,0,2.4
Delhi,Jaipur,86.53740226112431,Express,1,2.6
Ahmedabad,Bangalore,10.469003904272174,Air,6,1.1
Jaipur,Bangalore,143.45877040251526,Air,2,2.0
Bangalore,Kolkata,26.752220886423352,Standard,3,3.2
Ahmedabad,Kolkata,75.10590784916016,Ocean,4,8.4
Surat,Pune,124.95855579740196,Air,4,2.8
Hyderabad,Mumbai,51.93928625886818,Ocean,2,4.0
Pune,Chennai,133.21479748505146,Standard,2,3.8
Kolkata,Chennai,38.41954991403564,Standard,6,3.8
Hyderabad,Chennai,40.61679879556129,Express,4,2.5
Hyderabad,Kolkata,10.074506817785883,Air,3,1.0
Bangalore,Kolkata,3.809100428909812,Express,6,2.1
Jaipur,Surat,39.379380832307504,Express,0,1.8
Ahmedabad,Mumbai,117.95715699069619,Express,0,2.2
Jaipur,Ahmedabad,21.67089691737595,Express,2,2.4
Ahmedabad,Mumbai,30.964517111564025,Air,4,1.9
Pune,Kolkata,38.27311882460671,Express,2,2.5
Bangalore,Pune,14.788379925558871,Standard,3,3.3
Hyderabad,Mumbai,117.4019162373367,Standard,4,5.1
Hyderabad,Surat,63.21729954595879,Standard,2,3.2
Kolkata,Surat,35.12165719770541,Standard,3,3.9
Ahmedabad,Mumbai,70.5634197309596,Ocean,2,4.1
Ahmedabad,Kolkata,21.324855066361575,Standard,2,3.2
Bangalore,Pune,139.0847769852604,Express,2,3.0
Mumbai,Hyderabad,132.66925679837263,Express,6,2.7
Surat,Pune,48.23787356319542,Standard,0,2.2
Kolkata,Bangalore,73.62553774152812,Air,4,2.4
Hyderabad,Ahmedabad,80.84383232067114,Standard,0,2.6
Kolkata,Jaipur,145.3114804623912,Standard,2,4.8
Mumbai,Surat,86.75661291502146,Standard,3,3.5
Ahmedabad,Chennai,101.29172143394261,Air,2,1.6
Ahmedabad,Pune,50.63168661511085,Air,6,1.0
Mumbai,Hyderabad,25.47482258558346,Ocean,6,3.8
Surat,Chennai,115.91875200286704,Air,4,3.0
Jaipur,Ahmedabad,118.9106663618197,Standard,4,4.6
Surat,Chennai,135.03647673152344,Express,0,2.9
Chennai,Delhi,42.4661064984568,Ocean,5,7.7
Kolkata,Delhi,99.06955513360822,Standard,3,4.4
Jaipur,Chennai,33.618309209403876,Express,6,2.0
Pune,Ahmedabad,116.50853904737872,Air,6,2.1
Bangalore,Pune,60.73205964198227,Ocean,2,5.1
Kolkata,Mumbai,52.49162959186345,Express,2,2.5
Surat,Pune,123.57866364065843,Air,0,1.7
Hyderabad,Surat,73.46171453012161,Standard,0,3.7
Mumbai,Bangalore,16.360761467218836,Standard,5,4.0
Surat,Kolkata,15.7825135842257,Air,3,1.5
Chennai,Delhi,120.06453004788834,Standard,1,4.6
Pune,Jaipur,103.16998018214538,Express,5,3.6
Bangalore,Chennai,142.0825215825817,Express,2,2.9
Surat,Ahmedabad,64.03786091141802,Standard,4,3.8
Ahmedabad,Kolkata,139.11736648622923,Express,1,4.3
Kolkata,Bangalore,144.12884919012234,Express,1,2.8
Chennai,Ahmedabad,59.522714885211485,Ocean,1,5.1
Bangalore,Chennai,62.107994640064604,Standard,3,2.9
Bangalore,Kolkata,82.11243261038773,Standard,6,4.2
Surat,Bangalore,106.63499447841981,Express,4,4.2
Bangalore,Kolkata,97.45479051021832,Standard,6,3.9
Delhi,Mumbai,64.48889318972675,Express,3,1.9
Jaipur,Hyderabad,48.7853206378893,Standard,5,3.6
Kolkata,Pune,10.635561176302831,Air,1,1.7
Kolkata,Bangalore,133.4233436812527,Air,0,2.0
Kolkata,Surat,123.63705802210409,Express,1,2.8
Bangalore,Surat,100.0244575709425,Standard,1,3.3
Ahmedabad,Jaipur,68.3980367900807,Standard,6,2.1
Ahmedabad,Kolkata,43.48924173492827,Standard,5,4.5
Delhi,Chennai,5.100889149744434,Express,3,2.3
Kolkata,Pune,116.70568858794148,Air,5,2.5
Surat,Bangalore,34.95897818405237,Standard,0,4.0
Kolkata,Surat,37.71488366333176,Express,4,3.1
Mumbai,Hyderabad,19.513587787924596,Standard,0,2.7
Pune,Hyderabad,19.39233622107727,Ocean,0,4.2
Ahmedabad,Chennai,48.26845704521764,Standard,4,4.3
Kolkata,Bangalore,28.146439806536208,Standard,1,4.7
Kolkata,Mumbai,76.62876947989815,Express,3,1.2
Surat,Bangalore,74.15481238149493,Standard,6,3.7
Delhi,Pune,103.15423829142857,Air,5,2.7
Delhi,Ahmedabad,60.591812729975324,Air,5,1.7
Mumbai,Delhi,106.54248707312077,Express,3,2.5
Pune,Jaipur,148.92419473880915,Standard,6,3.4
Hyderabad,Pune,45.62428180348782,Express,4,3.3
Kolkata,Bangalore,61.899709887688196,Air,5,2.4
Delhi,Ahmedabad,46.6634559237116,Standard,5,4.0
Delhi,Kolkata,36.668195353825865,Air,3,1.6
Delhi,Hyderabad,140.00042656471362,Express,0,2.8
Mumbai,Pune,74.74845925223092,Standard,3,3.0
Ahmedabad,Pune,63.30080814019856,Express,5,3.0
Surat,Ahmedabad,117.69597793769721,Air,2,2.6
Kolkata,Jaipur,85.05084374234485,Express,6,3.1
Delhi,Hyderabad,137.56258342217907,Express,2,3.3
Surat,Mumbai,140.0171466672097,Ocean,0,5.1
Surat,Ahmedabad,108.86819261019212,Express,6,1.9
Chennai,Jaipur,28.11472948069754,Standard,2,3.8
